epoch,na_acc,na_loss,rt_loss,nt_loss,log,backbone
0,0.22603302830997998,6.20041873627538,1.3884333527221113,1.543364346726199,BPI12,majority
0,0.1522812514836443,6.790766758570483,1.0962950146292627,1.2125390791247643,BPI17,majority
0,0.22603302830997998,6.20041873627538,1.3884333527221113,1.543364346726199,BPI12,majority
0,0.1522812514836443,6.790766758570483,1.0962950146292627,1.2125390791247643,BPI17,majority
0,0.22603302830997998,6.20041873627538,1.3884333527221113,1.543364346726199,BPI12,majority
0,0.1522812514836443,6.790766758570483,1.0962950146292627,1.2125390791247643,BPI17,majority
0,0.11643564356435644,7.078860854347154,1.590166987050878,1.5882711742892124,BPI20PrepaidTravelCosts,majority
0,0.1690100837949155,6.653939852709798,1.154323226263401,1.0179346710625503,BPI20RequestForPayment,majority
0,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
1,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
2,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
3,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
4,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
5,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
6,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
7,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
8,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
9,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
10,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
11,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
12,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
13,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
14,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
15,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
0,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
1,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
2,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
3,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
4,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
5,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
6,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
7,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
8,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
9,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
10,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
11,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
12,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
13,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
14,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
15,0.0783883914788515,7.390187048728027,1.459291628548745,1.2475121456003735,BPI20TravelPermitData,majority
0,0.3330693069306931,2.3788449468707094,1.2672229075667882,1.2680956989703793,BPI20PrepaidTravelCosts,rnn
1,0.48495049504950494,1.9504245914799152,1.0323222241543306,1.5499900414684031,BPI20PrepaidTravelCosts,rnn
2,0.5445544554455446,1.6827014238527507,0.9797636043435276,1.2283739176835164,BPI20PrepaidTravelCosts,rnn
3,0.5811881188118811,1.5100457209407694,0.9518896576909736,1.2598861826528418,BPI20PrepaidTravelCosts,rnn
4,0.5881188118811881,1.4135394869700517,0.9836475076769838,1.30664594338672,BPI20PrepaidTravelCosts,rnn
5,0.5938613861386138,1.3489944766771675,1.072443555322024,1.20324335759229,BPI20PrepaidTravelCosts,rnn
6,0.6053465346534653,1.274044130344202,1.072808544612167,1.268744168517613,BPI20PrepaidTravelCosts,rnn
7,0.6211881188118812,1.2079256910380751,1.0503156892379912,1.186762152379102,BPI20PrepaidTravelCosts,rnn
8,0.646930693069307,1.0896238109380891,1.0272887543404456,1.247979460045843,BPI20PrepaidTravelCosts,rnn
9,0.6396039603960396,1.1085885321739877,1.0198319812812426,1.1925738001341868,BPI20PrepaidTravelCosts,rnn
10,0.6506930693069307,1.0520241526801988,1.0549822979162236,1.194700476580327,BPI20PrepaidTravelCosts,rnn
11,0.6655445544554456,0.995808926006355,1.0437510042851514,1.2302245302483588,BPI20PrepaidTravelCosts,rnn
12,0.6700990099009901,0.9612916208965944,1.0367745350375033,1.1996151617257902,BPI20PrepaidTravelCosts,rnn
13,0.6732673267326733,0.9415394306182862,1.0356994149236396,1.1982318011368855,BPI20PrepaidTravelCosts,rnn
14,0.6813861386138614,0.9140052048050531,1.0297074142304978,1.1744647537835753,BPI20PrepaidTravelCosts,rnn
15,0.6805940594059406,0.9096540594573068,1.0171073571762237,1.1880446339597797,BPI20PrepaidTravelCosts,rnn
16,0.6879207920792079,0.8778877764881248,1.0230800322730942,1.2001235022403227,BPI20PrepaidTravelCosts,rnn
17,0.7005940594059406,0.8337567050858299,1.0046843370116583,1.1953265417684422,BPI20PrepaidTravelCosts,rnn
18,0.7176237623762376,0.7980906918025252,1.0019642945091323,1.1964018975626125,BPI20PrepaidTravelCosts,rnn
19,0.7310891089108911,0.7680826848096186,1.0070814969279978,1.2032482477697997,BPI20PrepaidTravelCosts,rnn
20,0.7502970297029703,0.7350619447349321,1.012992343524895,1.2027825820091926,BPI20PrepaidTravelCosts,rnn
21,0.7667326732673267,0.7090588406761094,1.0205793475160505,1.2013373418373636,BPI20PrepaidTravelCosts,rnn
22,0.777029702970297,0.6904599011770569,1.0265996035963,1.1810830371214611,BPI20PrepaidTravelCosts,rnn
23,0.7801980198019802,0.6976161357199792,1.0389475801675627,1.1835173841042095,BPI20PrepaidTravelCosts,rnn
24,0.7756435643564357,0.7147378253464651,1.0591886359866303,1.19819896962383,BPI20PrepaidTravelCosts,rnn
0,0.3330693069306931,2.3788449468707094,1.2672229075667882,1.2680956989703793,BPI20PrepaidTravelCosts,rnn
1,0.48495049504950494,1.9504245914799152,1.0323222241543306,1.5499900414684031,BPI20PrepaidTravelCosts,rnn
