log,backbone,Setting,batch_size,embedding_size,epochs,freeze_layers,grad_clip,hidden_size,lr,n_layers,rnn_type,strategy,weight_decay,lora_alpha,r,few_shot_k,n_runs,_runtime_mean,_runtime_std,test_next_activity_acc_mean,test_next_activity_acc_std,test_next_activity_loss_mean,test_next_activity_loss_std,test_next_remaining_time_loss_mean,test_next_remaining_time_loss_std,test_next_time_to_next_event_loss_mean,test_next_time_to_next_event_loss_std,best_test_next_activity_acc_mean,best_test_next_activity_acc_std,best_test_next_activity_loss_mean,best_test_next_activity_loss_std,best_test_next_remaining_time_loss_mean,best_test_next_remaining_time_loss_std,best_test_next_time_to_next_event_loss_mean,best_test_next_time_to_next_event_loss_std,Dataset,Backbone_pretty,test_next_activity_acc_mean_std,test_next_activity_loss_mean_std,test_next_remaining_time_loss_mean_std,test_next_time_to_next_event_loss_mean_std,best_test_next_activity_acc_mean_std,best_test_next_activity_loss_mean_std,best_test_next_remaining_time_loss_mean_std,best_test_next_time_to_next_event_loss_mean_std
BPI20PrepaidTravelCosts,gptneo-1b3,FewShot-Freezing,8,2048,10,,5,2048,5e-05,1,lstm,sum,0.1,,,8.0,5.0,29.5302057768,0.29063714284627645,0.0933069306930693,0.03888188271988331,3.325308611501562,0.29524286187038795,1.497235628109167,0.3012033795974517,1.6903615218436365,0.18786991311937407,0.1005940594059406,0.03341081737073562,3.294598909510244,0.2464488035217932,1.4897652582602925,0.29456996612880426,1.6776646082849787,0.17974126080327282,BPI20PTC,GPT-Neo-1.3B,0.0933 ± 0.0389,3.3253 ± 0.2952,1.4972 ± 0.3012,1.6904 ± 0.1879,0.1006 ± 0.0334,3.2946 ± 0.2464,1.4898 ± 0.2946,1.6777 ± 0.1797
BPI20PrepaidTravelCosts,gptneo-1b3,FewShot-LoRA,8,2048,10,,5,2048,5e-05,1,lstm,sum,0.1,512.0,256.0,8.0,5.0,35.6192308986,0.19199447611605513,0.06376237623762375,0.03226173472548096,3.314233262845785,0.23890162578569193,1.1697281475633678,0.15441417745953112,1.7275339834005525,0.48906694253755745,0.10601980198019803,0.03388962981675594,3.2138579214114955,0.08079261544079855,1.1203486284407058,0.11710878505676535,1.490751020620365,0.052938038687424686,BPI20PTC,GPT-Neo-1.3B,0.0638 ± 0.0323,3.3142 ± 0.2389,1.1697 ± 0.1544,1.7275 ± 0.4891,0.106 ± 0.0339,3.2139 ± 0.0808,1.1203 ± 0.1171,1.4908 ± 0.0529
BPI20PrepaidTravelCosts,gptneo-1b3,Freezing,8,2048,10,,5,2048,5e-05,1,lstm,sum,0.1,,,,5.0,110.69629978540002,0.4495234313460471,0.5243564356435644,0.0661669175223863,1.555109067085946,0.19916285690219018,1.0219000209959426,0.07796845779078278,1.2129895905032015,0.14222128272514978,0.5346930693069306,0.07517758604911533,1.5229011301097304,0.2258804927375682,1.0142862988840236,0.07245452838809216,1.197369796205275,0.12377863566340018,BPI20PTC,GPT-Neo-1.3B,0.5244 ± 0.0662,1.5551 ± 0.1992,1.0219 ± 0.078,1.213 ± 0.1422,0.5347 ± 0.0752,1.5229 ± 0.2259,1.0143 ± 0.0725,1.1974 ± 0.1238
BPI20PrepaidTravelCosts,gptneo-1b3,"Freezing-[-1, -2]",8,2048,10,"-1,-2",5,2048,5e-05,1,lstm,sum,0.1,,,,5.0,133.4141183674,0.4101852518071222,0.5238415841584158,0.04699364954688573,1.6512545344664322,0.2034952641127159,0.9604077991258979,0.038599041412348704,1.134231215127624,0.11737211215476505,0.5520792079207921,0.032856372615504524,1.5054857658537308,0.1738493252997192,0.9312052815786682,0.058394904586437986,1.0834085655117978,0.08455513767969723,BPI20PTC,GPT-Neo-1.3B,0.5238 ± 0.047,1.6513 ± 0.2035,0.9604 ± 0.0386,1.1342 ± 0.1174,0.5521 ± 0.0329,1.5055 ± 0.1738,0.9312 ± 0.0584,1.0834 ± 0.0846
BPI20PrepaidTravelCosts,gptneo-1b3,Freezing-[-1],8,2048,10,-1,5,2048,5e-05,1,lstm,sum,0.1,,,,5.0,121.65452571579999,0.2302172543765478,0.5266138613861386,0.04516340730585504,1.618123944613013,0.24827126754150414,0.9558049428014472,0.06908145857739859,1.1071527262536607,0.07610271421510852,0.5437227722772278,0.02390854384477587,1.5047963947824912,0.15736537973439227,0.928351989104016,0.07763989095525037,1.0933488767501154,0.088466211055174,BPI20PTC,GPT-Neo-1.3B,0.5266 ± 0.0452,1.6181 ± 0.2483,0.9558 ± 0.0691,1.1072 ± 0.0761,0.5437 ± 0.0239,1.5048 ± 0.1574,0.9284 ± 0.0776,1.0933 ± 0.0885
BPI20PrepaidTravelCosts,gptneo-1b3,"Freezing-[0, 1]",8,2048,10,"0,1",5,2048,5e-05,1,lstm,sum,0.1,,,,5.0,133.182481495,0.07510228767457199,0.6171089108910891,0.028097746955618418,1.2155263919830324,0.17358274707097313,0.9671787494999347,0.08934098589722973,1.3477036193054501,0.2837289037502947,0.6348118811881188,0.041229843679099244,1.1359318664003126,0.19675320176662228,0.9027051432581231,0.015855191178871787,0.9819425594783067,0.028017184337418188,BPI20PTC,GPT-Neo-1.3B,0.6171 ± 0.0281,1.2155 ± 0.1736,0.9672 ± 0.0893,1.3477 ± 0.2837,0.6348 ± 0.0412,1.1359 ± 0.1968,0.9027 ± 0.0159,0.9819 ± 0.028
BPI20PrepaidTravelCosts,gptneo-1b3,Freezing-[0],8,2048,10,0,5,2048,5e-05,1,lstm,sum,0.1,,,,5.0,121.73353296119998,0.20467345410801654,0.6162376237623762,0.01935383994142726,1.1473032409365813,0.14124504647967392,1.029032848905809,0.08984319523369613,1.1298843645341325,0.16113882458948556,0.6255841584158416,0.02318159896841204,1.1473032409365813,0.14124504647967392,0.927012949310907,0.0468664957506878,0.9988411926042915,0.011269057021848099,BPI20PTC,GPT-Neo-1.3B,0.6162 ± 0.0194,1.1473 ± 0.1412,1.029 ± 0.0898,1.1299 ± 0.1611,0.6256 ± 0.0232,1.1473 ± 0.1412,0.927 ± 0.0469,0.9988 ± 0.0113
BPI20PrepaidTravelCosts,gptneo-1b3,LoRA,8,2048,10,,5,2048,5e-05,1,lstm,sum,0.1,512.0,256.0,,5.0,134.11731879899997,1.0286845846739077,0.5680000000000001,0.1717857219938632,1.3892990937752299,0.7122835188936438,1.0885034526031796,0.24404771549259374,1.1930101926255934,0.21470073095148678,0.7140990099009901,0.018742655327164036,0.8969048076856254,0.09670924816793416,0.9218774018429293,0.04988092218385469,0.9802395177784533,0.029850637889342717,BPI20PTC,GPT-Neo-1.3B,0.568 ± 0.1718,1.3893 ± 0.7123,1.0885 ± 0.244,1.193 ± 0.2147,0.7141 ± 0.0187,0.8969 ± 0.0967,0.9219 ± 0.0499,0.9802 ± 0.0299
BPI20PrepaidTravelCosts,gptneo-1b3,ZeroShot,8,2048,0,,5,2048,5e-05,1,lstm,sum,0.1,,,,5.0,2.7965404054,0.12029901201537754,0.01425742574257426,0.01729076889985297,4.249565444341981,0.29986451993973157,3.2388386524502595,1.7637327926744562,3.8454094393890683,0.7917446806964443,0.01425742574257426,0.01729076889985297,4.249565444341981,0.29986451993973157,3.2388386524502595,1.7637327926744562,3.8454094393890683,0.7917446806964443,BPI20PTC,GPT-Neo-1.3B,0.0143 ± 0.0173,4.2496 ± 0.2999,3.2388 ± 1.7637,3.8454 ± 0.7917,0.0143 ± 0.0173,4.2496 ± 0.2999,3.2388 ± 1.7637,3.8454 ± 0.7917
BPI20PrepaidTravelCosts,llama32-1b,FewShot-Freezing,8,2048,10,,5,2048,5e-05,1,lstm,sum,0.1,,,8.0,5.0,35.476313747199995,0.2816908179780591,0.1204752475247525,0.05900584742539655,3.2200174406448214,0.06536232810417818,1.1350560269686256,0.08645260751802865,1.3121941582141534,0.07463821876420398,0.12209900990099012,0.057368800720839865,3.2200174406448214,0.06536232810417818,1.1350560269686256,0.08645260751802865,1.3121941582141534,0.07463821876420398,BPI20PTC,Llama3.2-1B,0.1205 ± 0.059,3.22 ± 0.0654,1.1351 ± 0.0865,1.3122 ± 0.0746,0.1221 ± 0.0574,3.22 ± 0.0654,1.1351 ± 0.0865,1.3122 ± 0.0746
BPI20PrepaidTravelCosts,llama32-1b,FewShot-LoRA,8,2048,10,,5,2048,5e-05,1,lstm,sum,0.1,512.0,256.0,8.0,5.0,72.4768776306,0.9748543032898126,0.0424950495049505,0.02826887859657908,4.318904320367492,1.6918263887877818,1.765939622388028,0.32235096082181985,4.210854988173684,4.115212706205489,0.10360396039603961,0.023858469071108012,3.253902315876272,0.1794807307325025,1.281199413960523,0.09656958784665479,1.5514598318043322,0.052818632450540824,BPI20PTC,Llama3.2-1B,0.0425 ± 0.0283,4.3189 ± 1.6918,1.7659 ± 0.3224,4.2109 ± 4.1152,0.1036 ± 0.0239,3.2539 ± 0.1795,1.2812 ± 0.0966,1.5515 ± 0.0528
BPI20PrepaidTravelCosts,llama32-1b,Freezing,8,2048,10,,5,2048,5e-05,1,lstm,sum,0.1,,,,5.0,157.2028977568,2.332552828817111,0.6128316831683168,0.0035184056775634355,1.3160298013781557,0.026354128537828918,1.0048844193090307,0.01654873723305946,1.1173240976428043,0.015010734929514222,0.6131881188118812,0.0027531162441884515,1.3160298013781557,0.026354128537828918,0.9929462464965215,0.01033135527777644,1.0929097066728195,0.013940517134326293,BPI20PTC,Llama3.2-1B,0.6128 ± 0.0035,1.316 ± 0.0264,1.0049 ± 0.0165,1.1173 ± 0.015,0.6132 ± 0.0028,1.316 ± 0.0264,0.9929 ± 0.0103,1.0929 ± 0.0139
BPI20PrepaidTravelCosts,llama32-1b,"Freezing-[-1, -2]",8,2048,10,"-1,-2",5,2048,5e-05,1,lstm,sum,0.1,,,,5.0,179.315402966,1.5021897075109123,0.6570693069306931,0.029792406606758227,1.0396285869296233,0.09844573717848905,1.1411186859961784,0.2305337095941519,1.4462103444656522,0.46671820190903407,0.6652277227722773,0.014979383276385224,0.9861291116204592,0.04313786844374368,0.9766989487185338,0.07316308483462913,1.0529987974261292,0.11053538936554688,BPI20PTC,Llama3.2-1B,0.6571 ± 0.0298,1.0396 ± 0.0984,1.1411 ± 0.2305,1.4462 ± 0.4667,0.6652 ± 0.015,0.9861 ± 0.0431,0.9767 ± 0.0732,1.053 ± 0.1105
BPI20PrepaidTravelCosts,llama32-1b,Freezing-[-1],8,2048,10,-1,5,2048,5e-05,1,lstm,sum,0.1,,,,5.0,167.6783626402,1.5567193796854149,0.6582178217821782,0.00685674839333893,1.0568390581867484,0.02424172923793058,1.0438875550562792,0.07832536773754675,1.2330767669488887,0.168392922232152,0.6656237623762377,0.0028510725774140164,1.015990844651024,0.057209524982581667,0.9681339553606392,0.0281336246637061,1.1100307149603814,0.07115605590539352,BPI20PTC,Llama3.2-1B,0.6582 ± 0.0069,1.0568 ± 0.0242,1.0439 ± 0.0783,1.2331 ± 0.1684,0.6656 ± 0.0029,1.016 ± 0.0572,0.9681 ± 0.0281,1.11 ± 0.0712
BPI20PrepaidTravelCosts,llama32-1b,"Freezing-[0, 1]",8,2048,10,"0,1",5,2048,5e-05,1,lstm,sum,0.1,,,,5.0,179.62973002120003,0.8438105626934428,0.6660198019801981,0.0196087602884776,1.003619599899443,0.10805215610280378,1.2850518912891349,0.14737116250863866,1.631606882831838,0.3018106635339489,0.6789702970297029,0.014937966030701693,0.9051543217083016,0.06489567700123215,1.0246246493500057,0.10060728338202969,1.3375781404665201,0.16191656005502394,BPI20PTC,Llama3.2-1B,0.666 ± 0.0196,1.0036 ± 0.1081,1.2851 ± 0.1474,1.6316 ± 0.3018,0.679 ± 0.0149,0.9052 ± 0.0649,1.0246 ± 0.1006,1.3376 ± 0.1619
BPI20PrepaidTravelCosts,llama32-1b,Freezing-[0],8,2048,10,0,5,2048,5e-05,1,lstm,sum,0.1,,,,5.0,167.59708274899998,1.1843469263460313,0.641980198019802,0.007033188370367547,1.0555747875742394,0.052344649826678656,1.0248220025997352,0.054459224619692694,1.1729143390466672,0.10790276215138035,0.6473267326732673,0.007033188370367547,1.021521949843605,0.02319338857663984,0.9518098343953045,0.02204961656528712,1.141952675942147,0.08552126227796113,BPI20PTC,Llama3.2-1B,0.642 ± 0.007,1.0556 ± 0.0523,1.0248 ± 0.0545,1.1729 ± 0.1079,0.6473 ± 0.007,1.0215 ± 0.0232,0.9518 ± 0.022,1.142 ± 0.0855
BPI20PrepaidTravelCosts,llama32-1b,LoRA,8,2048,10,,5,2048,5e-05,1,lstm,sum,0.1,512.0,256.0,,5.0,343.01158656459995,6.387085971804827,0.6286336633663366,0.2501809794884382,1.169165536960753,0.8270576171846492,1.0892010188433203,0.22419972105283217,1.1552290659611768,0.21475627029495645,0.7603168316831683,0.03736875539821692,0.7872227118227741,0.07798298813080565,0.9216630567985007,0.031791393172143606,0.9882099264258205,0.027774936399526908,BPI20PTC,Llama3.2-1B,0.6286 ± 0.2502,1.1692 ± 0.8271,1.0892 ± 0.2242,1.1552 ± 0.2148,0.7603 ± 0.0374,0.7872 ± 0.078,0.9217 ± 0.0318,0.9882 ± 0.0278
BPI20PrepaidTravelCosts,llama32-1b,ZeroShot,8,2048,0,,5,2048,5e-05,1,lstm,sum,0.1,,,,5.0,3.3544905492,0.1592211588324551,0.023564356435643564,0.021558254962399465,4.194452032108119,0.200159417326558,5.9566763697709195,6.6368336272284285,5.923531662364998,6.220638445962336,0.023564356435643564,0.021558254962399465,4.194452032108119,0.200159417326558,5.9566763697709195,6.6368336272284285,5.923531662364998,6.220638445962336,BPI20PTC,Llama3.2-1B,0.0236 ± 0.0216,4.1945 ± 0.2002,5.9567 ± 6.6368,5.9235 ± 6.2206,0.0236 ± 0.0216,4.1945 ± 0.2002,5.9567 ± 6.6368,5.9235 ± 6.2206
BPI20PrepaidTravelCosts,qwen25-05b,FewShot-Freezing,8,896,10,,5,896,5e-05,1,lstm,sum,0.1,,,8.0,5.0,60.9642556506,3.7803433909038135,0.04700990099009901,0.016291025444950803,3.683980388603588,0.07634473331701508,1.7367687205890618,0.05669629414200017,2.1601272649104053,0.36157717431010045,0.05643564356435643,0.021965029107108194,3.6771835420060865,0.076127611804138,1.7164605287797383,0.07164393257415244,2.1195740806277437,0.33474473502841134,BPI20PTC,Qwen2.5-0.5B,0.047 ± 0.0163,3.684 ± 0.0763,1.7368 ± 0.0567,2.1601 ± 0.3616,0.0564 ± 0.022,3.6772 ± 0.0761,1.7165 ± 0.0716,2.1196 ± 0.3347
BPI20PrepaidTravelCosts,qwen25-05b,FewShot-LoRA,8,896,10,,5,896,5e-05,1,lstm,sum,0.1,512.0,256.0,8.0,5.0,126.59537089399998,7.047151233347913,0.042217821782178214,0.04315250868697909,3.3840611468777793,0.11062576382877633,1.2616745764855113,0.22336670545403298,1.5544287232691698,0.07088379674998531,0.11924752475247524,0.07004800404227683,3.173701909735651,0.1610754341891294,1.2134759680115352,0.1717265486971834,1.523586902826139,0.044638773996809725,BPI20PTC,Qwen2.5-0.5B,0.0422 ± 0.0432,3.3841 ± 0.1106,1.2617 ± 0.2234,1.5544 ± 0.0709,0.1192 ± 0.07,3.1737 ± 0.1611,1.2135 ± 0.1717,1.5236 ± 0.0446
BPI20PrepaidTravelCosts,qwen25-05b,Freezing,8,896,10,,5,896,5e-05,1,lstm,sum,0.1,,,,5.0,237.0907762768,13.445023481656733,0.5881584158415841,0.01620704679596146,1.4394035499308369,0.024272546985471283,1.1393027987905069,0.04167472818652685,1.2541316201427195,0.05948243515646516,0.5881584158415841,0.01620704679596146,1.4394035499308369,0.024272546985471283,1.137772485733032,0.04460339114361263,1.2541316201427195,0.05948243515646516,BPI20PTC,Qwen2.5-0.5B,0.5882 ± 0.0162,1.4394 ± 0.0243,1.1393 ± 0.0417,1.2541 ± 0.0595,0.5882 ± 0.0162,1.4394 ± 0.0243,1.1378 ± 0.0446,1.2541 ± 0.0595
BPI20PrepaidTravelCosts,qwen25-05b,"Freezing-[-1, -2]",8,896,10,"-1,-2",5,896,5e-05,1,lstm,sum,0.1,,,,5.0,255.446596395,4.659117889109035,0.6033267326732673,0.010384623623567527,1.485122630298728,0.08462213695575412,1.20370363163712,0.14354973377469965,1.4011717083241682,0.05580734669047975,0.6127524752475247,0.009743902348502845,1.2463747256250666,0.08509060205858983,0.9694732947207912,0.054988945205981236,1.0729801689941103,0.048425046970320094,BPI20PTC,Qwen2.5-0.5B,0.6033 ± 0.0104,1.4851 ± 0.0846,1.2037 ± 0.1435,1.4012 ± 0.0558,0.6128 ± 0.0097,1.2464 ± 0.0851,0.9695 ± 0.055,1.073 ± 0.0484
BPI20PrepaidTravelCosts,qwen25-05b,Freezing-[-1],8,896,10,-1,5,896,5e-05,1,lstm,sum,0.1,,,,5.0,235.0714160682,6.325801233877448,0.5974653465346534,0.005499106521254589,1.4098269401965755,0.09706212691875149,1.3237574761834474,0.2924498922570674,1.2493904275988588,0.08441709482826287,0.6005544554455445,0.006355787882234623,1.3717559322885946,0.08082724829390851,0.9883952129571746,0.01380715691810579,1.1480225406117959,0.03247506208756256,BPI20PTC,Qwen2.5-0.5B,0.5975 ± 0.0055,1.4098 ± 0.0971,1.3238 ± 0.2924,1.2494 ± 0.0844,0.6006 ± 0.0064,1.3718 ± 0.0808,0.9884 ± 0.0138,1.148 ± 0.0325
BPI20PrepaidTravelCosts,qwen25-05b,"Freezing-[0, 1]",8,896,10,"0,1",5,896,5e-05,1,lstm,sum,0.1,,,,5.0,254.30302276679998,4.829615980510353,0.629940594059406,0.014115353748661711,1.2148091724886751,0.04082252778056215,1.0387707442859608,0.04596706989068583,1.2919950670298963,0.1897913860018926,0.629940594059406,0.014115353748661711,1.1435855451527208,0.03243727945723948,0.9491915700931359,0.04229479015133901,1.0757330442749629,0.02215600561792087,BPI20PTC,Qwen2.5-0.5B,0.6299 ± 0.0141,1.2148 ± 0.0408,1.0388 ± 0.046,1.292 ± 0.1898,0.6299 ± 0.0141,1.1436 ± 0.0324,0.9492 ± 0.0423,1.0757 ± 0.0222
BPI20PrepaidTravelCosts,qwen25-05b,Freezing-[0],8,896,10,0,5,896,5e-05,1,lstm,sum,0.1,,,,5.0,243.11187510780002,14.210103268106081,0.5927524752475247,0.011454893574591403,1.3789587000289765,0.09121478940109945,1.0430323522397786,0.08591406499689752,1.2154724833233521,0.11148228045444192,0.6022970297029703,0.015789890906455353,1.3101001582948286,0.1259220337697196,0.9590335131919032,0.016170320879860724,1.1103752742805102,0.035555614859619965,BPI20PTC,Qwen2.5-0.5B,0.5928 ± 0.0115,1.379 ± 0.0912,1.043 ± 0.0859,1.2155 ± 0.1115,0.6023 ± 0.0158,1.3101 ± 0.1259,0.959 ± 0.0162,1.1104 ± 0.0356
BPI20PrepaidTravelCosts,qwen25-05b,LoRA,8,896,10,,5,896,5e-05,1,lstm,sum,0.1,512.0,256.0,,5.0,634.1023556883999,15.674170779412268,0.6702178217821781,0.06187043074814245,1.0025485920292316,0.19836371840677014,0.9725026095645262,0.08719968644657916,0.9626092239795344,0.034329978439570724,0.7916039603960396,0.03872834007630806,0.7649617011051367,0.1291488607840019,0.9138075791443928,0.014872561741816512,0.9322198680462221,0.015375332536099321,BPI20PTC,Qwen2.5-0.5B,0.6702 ± 0.0619,1.0025 ± 0.1984,0.9725 ± 0.0872,0.9626 ± 0.0343,0.7916 ± 0.0387,0.765 ± 0.1291,0.9138 ± 0.0149,0.9322 ± 0.0154
BPI20PrepaidTravelCosts,qwen25-05b,ZeroShot,8,896,0,,5,896,5e-05,1,lstm,sum,0.1,,,,5.0,4.7643514778,0.34313905371376335,0.04332673267326733,0.02341051370110935,4.3127024816380874,0.3555512360869099,2.7690785768150104,0.3642546041915467,3.863415956856001,1.3602077207490746,0.04332673267326733,0.02341051370110935,4.3127024816380874,0.3555512360869099,2.7690785768150104,0.3642546041915467,3.863415956856001,1.3602077207490746,BPI20PTC,Qwen2.5-0.5B,0.0433 ± 0.0234,4.3127 ± 0.3556,2.7691 ± 0.3643,3.8634 ± 1.3602,0.0433 ± 0.0234,4.3127 ± 0.3556,2.7691 ± 0.3643,3.8634 ± 1.3602
BPI20RequestForPayment,gemma-2-2b,FewShot-Freezing,8,2304,10,,5,2304,5e-05,1,lstm,sum,0.1,,,8.0,5.0,233.2410642122,7.864039229884002,0.33029399233063483,0.054938143294298844,2.224074010601133,0.15849657378367302,0.8344153868544255,0.0878441527895244,0.8393251203031232,0.03972726109870896,0.3303223973867348,0.05495758106593481,2.224074010601133,0.15849657378367302,0.8344153868544255,0.0878441527895244,0.8393251203031232,0.03972726109870896,BPI20RfP,Gemma-2-2B,0.3303 ± 0.0549,2.2241 ± 0.1585,0.8344 ± 0.0878,0.8393 ± 0.0397,0.3303 ± 0.055,2.2241 ± 0.1585,0.8344 ± 0.0878,0.8393 ± 0.0397
BPI20RequestForPayment,gemma-2-2b,FewShot-LoRA,8,2304,10,,5,2304,5e-05,1,lstm,sum,0.1,512.0,256.0,8.0,5.0,220.02423504580003,12.677866053502948,0.38005965061781,0.04729644424922141,1.9828164217536752,0.19051094220359027,1.1820873642319933,0.23681078009515885,1.7891438987915058,0.5415674799284401,0.4792217014628604,0.05563280889990557,1.767814984705583,0.19898674441176745,0.88290228474599,0.06014220193210376,0.9362949447323018,0.038860473883480656,BPI20RfP,Gemma-2-2B,0.3801 ± 0.0473,1.9828 ± 0.1905,1.1821 ± 0.2368,1.7891 ± 0.5416,0.4792 ± 0.0556,1.7678 ± 0.199,0.8829 ± 0.0601,0.9363 ± 0.0389
BPI20RequestForPayment,gemma-2-2b,Freezing,8,2304,10,,5,2304,5e-05,1,lstm,sum,0.1,,,,5.0,798.7325169522001,6.827262864050545,0.8924584576054538,0.00018517831004693258,0.2802450867306016,0.0007132083650673042,0.6776776745854038,0.0034203635911782128,0.7370093429076742,0.001705613574626082,0.8926004828859536,0.00027319108168824703,0.2802450867306016,0.0007132083650673042,0.6754538419723781,0.003776571040285145,0.7370093429076742,0.001705613574626082,BPI20RfP,Gemma-2-2B,0.8925 ± 0.0002,0.2802 ± 0.0007,0.6777 ± 0.0034,0.737 ± 0.0017,0.8926 ± 0.0003,0.2802 ± 0.0007,0.6755 ± 0.0038,0.737 ± 0.0017
BPI20RequestForPayment,gemma-2-2b,"Freezing-[-1, -2]",8,2304,10,"-1,-2",5,2304,5e-05,1,lstm,sum,0.1,,,,5.0,888.4890862118,16.778837253644127,0.891947166595654,0.0001851783100469411,0.27484177380965324,0.0019943019209383264,0.8133471053494189,0.02556800828608694,0.821250069559577,0.015243405976915637,0.8922880272688538,0.00040917086467511877,0.271035881026227,0.0017765620410170346,0.7155266241532228,0.022102348318953233,0.7392265791175819,0.007784309462394654,BPI20RfP,Gemma-2-2B,0.8919 ± 0.0002,0.2748 ± 0.002,0.8133 ± 0.0256,0.8213 ± 0.0152,0.8923 ± 0.0004,0.271 ± 0.0018,0.7155 ± 0.0221,0.7392 ± 0.0078
BPI20RequestForPayment,gemma-2-2b,Freezing-[-1],8,2304,10,-1,5,2304,5e-05,1,lstm,sum,0.1,,,,5.0,781.5901580264,17.680445871239744,0.891890356483454,0.00011882687495160154,0.2803812345478484,0.0013748951380801236,0.7610133922670633,0.012578076503809483,0.8467505851467129,0.02655823124284718,0.892117596932254,0.00021539200238747925,0.27669667831928,0.0019356468617030783,0.7131191618688708,0.011202802699066615,0.7465757445303017,0.006550991033987177,BPI20RfP,Gemma-2-2B,0.8919 ± 0.0001,0.2804 ± 0.0014,0.761 ± 0.0126,0.8468 ± 0.0266,0.8921 ± 0.0002,0.2767 ± 0.0019,0.7131 ± 0.0112,0.7466 ± 0.0066
BPI20RequestForPayment,gemma-2-2b,"Freezing-[0, 1]",8,2304,10,"0,1",5,2304,5e-05,1,lstm,sum,0.1,,,,5.0,901.2326562709999,18.956961952435922,0.892146001988354,7.779044986578899e-05,0.2768892670029893,0.002262795687640841,0.7355634671723092,0.02511261185085065,0.7846854345210319,0.020584503656649045,0.892146001988354,7.779044986578899e-05,0.2768892670029893,0.002262795687640841,0.7001625107763978,0.007071347884745871,0.7456028157854399,0.004077843259191189,BPI20RfP,Gemma-2-2B,0.8921 ± 0.0001,0.2769 ± 0.0023,0.7356 ± 0.0251,0.7847 ± 0.0206,0.8921 ± 0.0001,0.2769 ± 0.0023,0.7002 ± 0.0071,0.7456 ± 0.0041
BPI20RequestForPayment,gemma-2-2b,Freezing-[0],8,2304,10,0,5,2304,5e-05,1,lstm,sum,0.1,,,,5.0,829.0714489321999,29.056343459192586,0.8922312171566539,0.00033908070973763895,0.2787794972969514,0.0018042845285715324,0.7066095568073557,0.007938468455673192,0.7557367200083462,0.01111637124314816,0.8923448373810539,0.0002657049699456184,0.2784453741817748,0.0015663869204395832,0.6889239035585932,0.003277653570176507,0.7434667800133445,0.004742011985248318,BPI20RfP,Gemma-2-2B,0.8922 ± 0.0003,0.2788 ± 0.0018,0.7066 ± 0.0079,0.7557 ± 0.0111,0.8923 ± 0.0003,0.2784 ± 0.0016,0.6889 ± 0.0033,0.7435 ± 0.0047
BPI20RequestForPayment,gemma-2-2b,LoRA,8,2304,10,,5,2304,5e-05,1,lstm,sum,0.1,512.0,256.0,,5.0,1398.6767570736001,32.72382159414417,0.8813236756142594,0.011190564716010402,0.2725046750954345,0.003906822631975779,0.6921859053010511,0.02110677742306025,0.7321116000545109,0.008687739532597877,0.8935378497372533,0.0014711789987307332,0.2705163591609999,0.0021356562045104777,0.6635815161802674,0.013738612782641699,0.7309759007209979,0.008225302680226707,BPI20RfP,Gemma-2-2B,0.8813 ± 0.0112,0.2725 ± 0.0039,0.6922 ± 0.0211,0.7321 ± 0.0087,0.8935 ± 0.0015,0.2705 ± 0.0021,0.6636 ± 0.0137,0.731 ± 0.0082
BPI20RequestForPayment,gemma-2-2b,ZeroShot,8,2304,0,,5,2304,5e-05,1,lstm,sum,0.1,,,,5.0,13.287090184599998,1.7637966151014717,0.03445533304928278,0.06350186783776206,3.740206624418306,0.3758015841427928,2.154200414083438,0.4328275107715908,1.6412588243575243,0.5918461810314857,0.03445533304928278,0.06350186783776206,3.740206624418306,0.3758015841427928,2.154200414083438,0.4328275107715908,1.6412588243575243,0.5918461810314857,BPI20RfP,Gemma-2-2B,0.0345 ± 0.0635,3.7402 ± 0.3758,2.1542 ± 0.4328,1.6413 ± 0.5918,0.0345 ± 0.0635,3.7402 ± 0.3758,2.1542 ± 0.4328,1.6413 ± 0.5918
BPI20RequestForPayment,gpt2,FewShot-Freezing,8,768,10,,5,768,5e-05,1,lstm,sum,0.1,,,8.0,5.0,32.6711213314,3.0076522825560734,0.06010509870756995,0.06813820286540145,3.1852046485990817,0.3015019363804513,1.1994345731211054,0.15147229990900662,1.6092082411131217,0.7510519891676705,0.06294560431756853,0.06828827452595505,3.1852046485990817,0.3015019363804513,1.17724731704285,0.14532807376053455,1.6092082411131217,0.7510519891676705,BPI20RfP,GPT2,0.0601 ± 0.0681,3.1852 ± 0.3015,1.1994 ± 0.1515,1.6092 ± 0.7511,0.0629 ± 0.0683,3.1852 ± 0.3015,1.1772 ± 0.1453,1.6092 ± 0.7511
BPI20RequestForPayment,gpt2,FewShot-LoRA,8,768,10,,5,768,5e-05,1,lstm,sum,0.1,512.0,256.0,8.0,5.0,53.50598505859999,2.89363879126917,0.2298537139610851,0.06186253428681215,2.5558219592182865,0.1499263345536495,1.2256065999830061,0.38123937389442647,1.2042537515567386,0.4854740646350358,0.2552478341144724,0.058919389175576015,2.5240526612992484,0.13436281936068398,0.9111531529604685,0.08038614274259327,0.9394280607567274,0.04066500295401885,BPI20RfP,GPT2,0.2299 ± 0.0619,2.5558 ± 0.1499,1.2256 ± 0.3812,1.2043 ± 0.4855,0.2552 ± 0.0589,2.5241 ± 0.1344,0.9112 ± 0.0804,0.9394 ± 0.0407
