log,backbone,batch_size,embedding_size,epochs,freeze_layers,grad_clip,hidden_size,lr,n_layers,rnn_type,strategy,weight_decay,n_runs,mt_score_mean,mt_score_std,test_next_activity_acc_mean,test_next_activity_acc_std,test_next_activity_loss_mean,test_next_activity_loss_std,test_next_remaining_time_loss_mean,test_next_remaining_time_loss_std,test_next_time_to_next_event_loss_mean,test_next_time_to_next_event_loss_std,best_test_next_activity_acc_mean,best_test_next_activity_acc_std,best_test_next_activity_loss_mean,best_test_next_activity_loss_std,best_test_next_remaining_time_loss_mean,best_test_next_remaining_time_loss_std,best_test_next_time_to_next_event_loss_mean,best_test_next_time_to_next_event_loss_std,Dataset,Backbone_pretty,test_next_activity_acc_mean_std,test_next_activity_loss_mean_std,test_next_remaining_time_loss_mean_std,test_next_time_to_next_event_loss_mean_std,best_test_next_activity_acc_mean_std,best_test_next_activity_loss_mean_std,best_test_next_remaining_time_loss_mean_std,best_test_next_time_to_next_event_loss_mean_std,Runtime (h),Setting,lora_alpha,r,few_shot_k,_runtime_mean,_runtime_std
BPI12,gptneo-1b3,8.0,2048.0,10.0,,5.0,2048.0,5e-05,1.0,lstm,sum,0.1,5.0,2.616021257472977,0.0321701961422479,0.7152058907635116,0.0287780506854855,0.8868793945279092,0.1047220106738636,2.780067687394621,0.1348293506824075,1.6126714798941617,0.0589089773026766,0.7259293680297397,0.0389668951334941,0.8727570753012994,0.1181438782711208,2.399018848110108,0.2191636884365195,1.4540666061670573,0.0658494409123134,BPI12,GPT-Neo-1.3B,0.7152 ± 0.0288,0.8869 ± 0.1047,2.7801 ± 0.1348,1.6127 ± 0.0589,0.7259 ± 0.039,0.8728 ± 0.1181,2.399 ± 0.2192,1.4541 ± 0.0658,,LoRA,512.0,256.0,,1641.3865401489998,2.9555779637457764
BPI12,gpt2,8.0,768.0,10.0,,5.0,768.0,5e-05,1.0,lstm,sum,0.1,5.0,2.5151515555032424,0.1497668950669737,0.6138797540749212,0.1271442780348517,1.1458606701443323,0.5990008544806045,2.6737972413478133,0.1286465716147336,1.50893266506883,0.0619262516369685,0.7543179868458678,0.0200095347837161,0.7554148774914718,0.0414789472217624,2.3643537905019736,0.0511231142478765,1.4191505295795146,0.0496498310254667,BPI12,GPT2,0.6139 ± 0.1271,1.1459 ± 0.599,2.6738 ± 0.1286,1.5089 ± 0.0619,0.7543 ± 0.02,0.7554 ± 0.0415,2.3644 ± 0.0511,1.4192 ± 0.0496,,LoRA,512.0,256.0,,600.6950730136001,349.37805522312595
BPI12,gemma-2-2b,8.0,2304.0,10.0,,5.0,2304.0,5e-05,1.0,lstm,sum,0.1,5.0,2.544897074458293,0.0620173375897407,0.624996425507578,0.0466593397549382,1.1342087015207063,0.174442483227184,2.3834779973160893,0.2465297900875862,1.4898130338548972,0.0821479770167411,0.6511509865599084,0.0557498853593562,1.048637731161532,0.1394650745045269,2.085156595866732,0.1099912423736089,1.4165871834984731,0.0592717810572005,BPI12,Gemma-2-2B,0.625 ± 0.0467,1.1342 ± 0.1744,2.3835 ± 0.2465,1.4898 ± 0.0821,0.6512 ± 0.0557,1.0486 ± 0.1395,2.0852 ± 0.11,1.4166 ± 0.0593,,LoRA,512.0,256.0,,3375.4784236836,10.27088773926982
BPI12,llama32-1b,8.0,2048.0,10.0,,5.0,2048.0,5e-05,1.0,lstm,sum,0.1,5.0,2.3556152421954217,0.1200660866823385,0.4796575636259652,0.111558564471166,1.8530949940724408,0.5728895070853891,2.6797739134658016,0.1326793224802943,1.6597404769583703,0.0414898400607161,0.654836288247069,0.0602290896864524,1.1285075032901928,0.2126357700385446,2.359692714409197,0.2694906338055298,1.481602732617965,0.03403033643483,BPI12,Llama3.2-1B,0.4797 ± 0.1116,1.8531 ± 0.5729,2.6798 ± 0.1327,1.6597 ± 0.0415,0.6548 ± 0.0602,1.1285 ± 0.2126,2.3597 ± 0.2695,1.4816 ± 0.034,,LoRA,512.0,256.0,,1719.5300033768,4.094753402139582
BPI12,majority,,,,,,,,,,,,1.0,2.1513498364323365,,0.22603302830998,,6.200418674097015,,1.3884333616534337,,1.5433643597482032,,0.22603302830998,,6.200418674097015,,1.3884333616534337,,1.5433643597482032,,BPI12,Majority,0.226 ± nan,6.2004 ± nan,1.3884 ± nan,1.5434 ± nan,0.226 ± nan,6.2004 ± nan,1.3884 ± nan,1.5434 ± nan,0.00989 ± nan,,,,,,
BPI12,qwen25-05b,8.0,896.0,10.0,,5.0,896.0,5e-05,1.0,lstm,sum,0.1,5.0,2.551866096603111,0.0859265537687278,0.6373784672576495,0.0766564219835491,1.0954683495293966,0.2736402747418666,2.565950127216859,0.0771532228031218,1.4363885196999968,0.0526204485036739,0.7081069488132685,0.043047590126652,0.8907117702831769,0.168794709114863,2.2977778744890696,0.1226046572153343,1.4053841152467537,0.0421998137449047,BPI12,Qwen2.5-0.5B,0.6374 ± 0.0767,1.0955 ± 0.2736,2.566 ± 0.0772,1.4364 ± 0.0526,0.7081 ± 0.043,0.8907 ± 0.1688,2.2978 ± 0.1226,1.4054 ± 0.0422,,LoRA,512.0,256.0,,1253.6608774748,5.08397775576158
BPI12,rnn,32.0,128.0,25.0,,5.0,512.0,5e-05,1.0,lstm,sum,0.01,5.0,2.7566882434100397,0.0138350730006023,0.7757220474692594,0.0142251516922712,0.7689040296105681,0.0419719270846061,1.7737840006052852,0.0888633896363794,1.335187236486178,0.0301676547671784,0.7799113525879325,0.0095144686148118,0.7580436687180409,0.0285039851036065,1.7033100950349769,0.1138174976683365,1.3204611614461554,0.0139727711725377,BPI12,RNN,0.7757 ± 0.0142,0.7689 ± 0.042,1.7738 ± 0.0889,1.3352 ± 0.0302,0.7799 ± 0.0095,0.758 ± 0.0285,1.7033 ± 0.1138,1.3205 ± 0.014,0.01943 ± 0.00025,,,,,,
BPI12,saprpt,16.0,16.0,25.0,,5.0,32.0,0.0001,1.0,lstm,concat,0.1,5.0,2.551106770197308,0.0235943176352569,0.6294000000000001,0.0121212623105021,,,2.1601431957794044,0.114631971152634,1.6705535763678832,0.3720296945068241,,,,,,,,,BPI12,SAP-RPT,0.6294 ± 0.0121,nan ± nan,2.1601 ± 0.1146,1.6706 ± 0.372,nan ± nan,nan ± nan,nan ± nan,nan ± nan,0.00500 ± 0.00093,,,,,,
BPI12,tabpfn,16.0,16.0,25.0,,5.0,32.0,0.0001,1.0,lstm,concat,0.1,5.0,2.553768094479679,0.0283758536418894,0.6364,0.0152618806180627,,,2.233823710966438,0.0937457422725654,1.6877281765597942,0.4062605139469422,,,,,,,,,BPI12,TabPFN,0.6364 ± 0.0153,nan ± nan,2.2338 ± 0.0937,1.6877 ± 0.4063,nan ± nan,nan ± nan,nan ± nan,nan ± nan,0.12074 ± 0.00085,,,,,,
BPI12,transformer,32.0,128.0,10.0,,5.0,128.0,0.001,2.0,lstm,sum,0.1,5.0,2.673709494940893,0.0282190781375852,0.7562410637689447,0.0246091810117319,0.7139279344199828,0.1076953807024386,2.8388388076986217,0.1208858722685533,1.3671300513184614,0.049511618976828,0.7686910208750357,0.0160455616442618,0.6634502013138033,0.038324775807774,2.6204349439144816,0.1508184918612696,1.3364331371994882,0.0160261251434695,BPI12,Transformer,0.7562 ± 0.0246,0.7139 ± 0.1077,2.8388 ± 0.1209,1.3671 ± 0.0495,0.7687 ± 0.016,0.6635 ± 0.0383,2.6204 ± 0.1508,1.3364 ± 0.016,0.00758 ± 0.00008,,,,,,
