log,backbone,Setting,total_params,trainable_params,trainable_percent,trainable_percent_fmt,total_params_fmt,"# params
(%trainable)",Dataset,Backbone_pretty
BPI12,gptneo-1b3,FewShot-Freezing,1315729437.0,153629.0,0.011676336766492821,0.0%,1.3e+09,1.3e+09 (0.0%),BPI12,GPT-Neo-1.3B
BPI12,gptneo-1b3,FewShot-LoRA,1366061085.0,50485277.0,3.6956822468886887,3.7%,1.4e+09,1.4e+09 (3.7%),BPI12,GPT-Neo-1.3B
BPI12,gptneo-1b3,Freezing,1315729437.0,153629.0,0.011676336766492821,0.0%,1.3e+09,1.3e+09 (0.0%),BPI12,GPT-Neo-1.3B
BPI12,gptneo-1b3,"Freezing-[-1, -2]",1315729437.0,100857885.0,7.665549022750945,7.7%,1.3e+09,1.3e+09 (7.7%),BPI12,GPT-Neo-1.3B
BPI12,gptneo-1b3,Freezing-[-1],1315729437.0,50505757.0,3.838612679758718,3.8%,1.3e+09,1.3e+09 (3.8%),BPI12,GPT-Neo-1.3B
BPI12,gptneo-1b3,"Freezing-[0, 1]",1315729437.0,100857885.0,7.665549022750945,7.7%,1.3e+09,1.3e+09 (7.7%),BPI12,GPT-Neo-1.3B
BPI12,gptneo-1b3,Freezing-[0],1315729437.0,50505757.0,3.838612679758718,3.8%,1.3e+09,1.3e+09 (3.8%),BPI12,GPT-Neo-1.3B
BPI12,gptneo-1b3,LoRA,1366061085.0,50485277.0,3.6956822468886887,3.7%,1.4e+09,1.4e+09 (3.7%),BPI12,GPT-Neo-1.3B
BPI12,gptneo-1b3,ZeroShot,1315729437.0,153629.0,0.011676336766492821,0.0%,1.3e+09,1.3e+09 (0.0%),BPI12,GPT-Neo-1.3B
BPI12,gpt2,FewShot-Freezing,124497437.0,57629.0,0.04628930634130243,0.0%,1.2e+08,1.2e+08 (0.0%),BPI12,GPT2
BPI12,gpt2,FewShot-LoRA,162246173.0,37806365.0,23.3018531660528,23.3%,1.6e+08,1.6e+08 (23.3%),BPI12,GPT2
BPI12,gpt2,Freezing,124497437.0,57629.0,0.04628930634130243,0.0%,1.2e+08,1.2e+08 (0.0%),BPI12,GPT2
BPI12,gpt2,"Freezing-[-1, -2]",124497437.0,14233373.0,11.432663469208606,11.4%,1.2e+08,1.2e+08 (11.4%),BPI12,GPT2
BPI12,gpt2,Freezing-[-1],124497437.0,7145501.0,5.739476387774955,5.7%,1.2e+08,1.2e+08 (5.7%),BPI12,GPT2
BPI12,gpt2,"Freezing-[0, 1]",124497437.0,14233373.0,11.432663469208606,11.4%,1.2e+08,1.2e+08 (11.4%),BPI12,GPT2
BPI12,gpt2,Freezing-[0],124497437.0,7145501.0,5.739476387774955,5.7%,1.2e+08,1.2e+08 (5.7%),BPI12,GPT2
BPI12,gpt2,LoRA,143371805.0,18931997.0,13.204825732646666,13.2%,1.4e+08,1.4e+08 (13.2%),BPI12,GPT2
BPI12,gpt2,ZeroShot,124497437.0,57629.0,0.04628930634130243,0.0%,1.2e+08,1.2e+08 (0.0%),BPI12,GPT2
BPI12,gemma-2-2b,FewShot-Freezing,2614514717.0,414749.0,0.01586332627249082,0.0%,2.6e+09,2.6e+09 (0.0%),BPI12,Gemma-2-2B
BPI12,gemma-2-2b,FewShot-LoRA,2946782237.0,332440349.0,11.281469829221045,11.3%,2.9e+09,2.9e+09 (11.3%),BPI12,Gemma-2-2B
BPI12,gemma-2-2b,Freezing,2614514717.0,414749.0,0.01586332627249082,0.0%,2.6e+09,2.6e+09 (0.0%),BPI12,Gemma-2-2B
BPI12,gemma-2-2b,"Freezing-[-1, -2]",2614514717.0,156128285.0,5.971597099256259,6.0%,2.6e+09,2.6e+09 (6.0%),BPI12,Gemma-2-2B
BPI12,gemma-2-2b,Freezing-[-1],2614514717.0,78271517.0,2.9937302127643752,3.0%,2.6e+09,2.6e+09 (3.0%),BPI12,Gemma-2-2B
BPI12,gemma-2-2b,"Freezing-[0, 1]",2614514717.0,156128285.0,5.971597099256259,6.0%,2.6e+09,2.6e+09 (6.0%),BPI12,Gemma-2-2B
BPI12,gemma-2-2b,Freezing-[0],2614514717.0,78271517.0,2.9937302127643752,3.0%,2.6e+09,2.6e+09 (3.0%),BPI12,Gemma-2-2B
BPI12,gemma-2-2b,LoRA,2635281437.0,20939549.0,0.7945849238720228,0.8%,2.6e+09,2.6e+09 (0.8%),BPI12,Gemma-2-2B
BPI12,gemma-2-2b,ZeroShot,2614514717.0,414749.0,0.01586332627249082,0.0%,2.6e+09,2.6e+09 (0.0%),BPI12,Gemma-2-2B
BPI12,llama32-1b,FewShot-Freezing,1235968029.0,221213.0,0.017897954866921563,0.0%,1.2e+09,1.2e+09 (0.0%),BPI12,Llama3.2-1B
BPI12,llama32-1b,FewShot-LoRA,1416323101.0,180508701.0,12.744881508502628,12.7%,1.4e+09,1.4e+09 (12.7%),BPI12,Llama3.2-1B
BPI12,llama32-1b,Freezing,1235968029.0,221213.0,0.017897954866921563,0.0%,1.2e+09,1.2e+09 (0.0%),BPI12,Llama3.2-1B
BPI12,llama32-1b,"Freezing-[-1, -2]",1235968029.0,121856029.0,9.859157044587276,9.9%,1.2e+09,1.2e+09 (9.9%),BPI12,Llama3.2-1B
BPI12,llama32-1b,Freezing-[-1],1235968029.0,61038621.0,4.9385274997270985,4.9%,1.2e+09,1.2e+09 (4.9%),BPI12,Llama3.2-1B
BPI12,llama32-1b,"Freezing-[0, 1]",1235968029.0,121856029.0,9.859157044587276,9.9%,1.2e+09,1.2e+09 (9.9%),BPI12,Llama3.2-1B
BPI12,llama32-1b,Freezing-[0],1235968029.0,61038621.0,4.9385274997270985,4.9%,1.2e+09,1.2e+09 (4.9%),BPI12,Llama3.2-1B
BPI12,llama32-1b,LoRA,1247240221.0,11425821.0,0.916088240871443,0.9%,1.2e+09,1.2e+09 (0.9%),BPI12,Llama3.2-1B
